categoria,id_reseña,Fecha,Título,Contenido,Empresa,Calificación
Seguros de viaje,IntermundialSegurosdeviaje_N12,2025-03-19 21:53:46+00:00,Facilidad y amabilidad.,Facilidad y amabilidad.,Intermundial Seguros de viaje,5.0
Seguros de viaje,IntermundialSegurosdeviaje_N11,2025-03-19 21:39:05+00:00,Nada que mejorar ha sido excelente,El trato recibido y el servicio ha sido inmejorable. Muy atentos con nosotros.,Intermundial Seguros de viaje,5.0
Seguros de viaje,IntermundialSegurosdeviaje_N10,2025-03-19 21:10:57+00:00,seg viaje 4 amigos Vietnam y Cambolla,por su sencillez,Intermundial Seguros de viaje,4.0
Seguros de viaje,IntermundialSegurosdeviaje_N9,2025-03-19 18:38:12+00:00,Muchas gracias por su oferta de viaje…,Muchas gracias por su oferta de viaje para mí es buena,Intermundial Seguros de viaje,4.0
Seguros de viaje,IntermundialSegurosdeviaje_N8,2025-03-19 17:58:19+00:00,Amplias coberturas,"Amplias coberturas. En principio , se adapta a mis necesidades. Por suerte, nunca he tenido que usarlo. Fácil contratación.",Intermundial Seguros de viaje,5.0
Seguros de viaje,IntermundialSegurosdeviaje_N7,2025-03-19 17:52:31+00:00,Es la mas fiable de todas,Es la mas fiable de todas y siempre contrato co ustedes.,Intermundial Seguros de viaje,5.0
Seguros de viaje,IntermundialSegurosdeviaje_N6,2025-03-19 17:32:33+00:00,No pude conseguir que el seguro…,"No pude conseguir que el seguro comenzase el día del viaje, quedando desprotegido unas horas.",Intermundial Seguros de viaje,2.0
Seguros de viaje,IntermundialSegurosdeviaje_N5,2025-03-19 15:43:43+00:00,Un alivio y una alegría,"Fue buena porque he tenido el disgusto de no ir al viaje pero la alegría de no haber perdido el dinero, alivia mucho. No me fio de los seguros y este seguro ha sido un exito",Intermundial Seguros de viaje,5.0
Seguros de viaje,IntermundialSegurosdeviaje_N4,2025-03-19 15:24:05+00:00,La atención personalizada por su gestor…,La atención personalizada por su gestor Jose Luis fue excelente. Hace mucho tiempo que soy cliente de ustedes y siempre ha sido positivo.,Intermundial Seguros de viaje,5.0
Seguros de viaje,IntermundialSegurosdeviaje_N3,2025-03-19 00:51:18+00:00,Facilidad de contratación,Facilidad de contratación. Comparativa visible y de lectura fácil entre las diferentes modalidades de seguro. APP para teléfono de uso sencillo. Compañía muy recomendable.,Intermundial Seguros de viaje,5.0
Seguros de viaje,IntermundialSegurosdeviaje_N2,2025-03-18 22:09:25+00:00,Términos engañosos,"Sufrí un retraso de 24 horas de Kigali a Londres el pasado el 3 de marzo por lo que perdí mi conexión a Madrid del 04/03 y tuve que comprar un billete last minute para el 05/03. Contraté los gastos de cancelación y primero mencionan una garantía que no había contratado y que sólo cubre pérdida de enlaces superiores a 4 horas y cuando les recalco que son 24 horas me hablan de otra garantía que si contraté pero que no cubre esa perdida, cubre el transporte pero no se especifica cual... y se escuden en eso sin más y ya ni contestan a mis e-mails Me resultan muy poco profesionales, es la primera vez que tengo un problema durante un viaje y la respuesta y ayuda son muy poco eficientes.",Intermundial Seguros de viaje,2.0
Seguros de viaje,IntermundialSegurosdeviaje_N1,2025-03-18 21:53:14+00:00,Todo correcto y claro en la contratación,Sin contenido,Intermundial Seguros de viaje,5.0
Seguros de viaje,Lineadirecta_N61,2025-03-26 17:38:44+00:00,Impresentables,"Impresentables. Falta de atención y servicio. Teleoperadores con frases hechas y respuestas genéricas y evitatorias. He sido perjudicada en una colision, siendo no culpable: los que me dan problemas es mi propia compañía. Falta de ética, de código deontológico, y humanidad. Eliminar esta aseguradora de vuestras opciones. Línea directa enemigo del asegurado. Tomaré medidas legales. No se puede jugar con las personas. Ellos lo hacen. Se acabó.",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N60,2025-03-25 15:32:52+00:00,Pongo una estrella porque sino la pongo…,"Pongo una estrella porque sino la pongo no me deja escribir pero no porque se lo merezcan . Presumen de baratos y eso es mentira,porque pagando más que un seguro en el que te dan atención personal,te dan una atención pésima y con operadores bien instruidos para cortarte con sus respuestas aprendidas,e incluso colgando el teléfono cuando tú llamada ya no les apetece atender. Te conceden un servicio,te mandan un trabajador sin ningunas ganas de trabajar,y después te sueltan que eso no te entra en la póliza,.¿ Sino me entra para que me lo mandan?, o es que el trabajador quería llevarse un dinero extra bajo manga haciendo el servicio por su cuenta?! Me mandaron un señor ,sin ningunas ganas de trabajar,que me lo puso todo perdido y además me rompió una cosa. Quién me arregla esto?! Nadie porque línea directa NO ATIENDE cobran y no dan servicio de calidad.son unos sinvergüenzas como bien dicen en comentarios anteriores . Espero que termine pronto mi contrato con esta compañía porque No cumplen con sus obligaciones.",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N59,2025-03-15 00:50:36+00:00,Sinvergüenzas,"Sinvergüenzas , es lo menos que se puede decir de esta compañía . NO contratéis son unos SINVERGÜENZAS!!!!. Mentirosos y no se hacen cargo de los daños ocasionados a terceros ni habiendo parte amistoso con el coche contrario inventándose que los daños los ocasionas tú .",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N58,2025-03-10 17:43:54+00:00,FALTA DE REPARADORES EN EL SEGURO,"HAY ZONAS QUE CARECEN DE PERSONAL PARA REPARACIONES, POR LO QUE QUEDAN PENDIENTES DE PODER ASIGNAR REPARADOR, PINTOR EN ESTE CASO, PARA SOLUCIONAR PINTAR DOS PAREDES, DESDE HACE 7 MESES. NO LES PARECE QUE YA ESTA BIEN. ¿ SERÁ CIERTO LO DEL ANUNCIO DE TURURÚ, TURURÚ, TURURÚ , QUE PARECE BURLA , Y/O TIMO ?. PERO SÍ LO "" TASAN "" Y TE BUSCAS LA VIDA, SI LO PREFIERES. PREGUNTADO A PROFESIONAL, VALE MÁS EL DESPLAZAMIENTO QUE EL PRECIO DE PINTAR, 96 €, QUE ES LO QUE LO HAN TASADO. SOY UNA PERSONA MAYOR Y HABLAR CON CONTESTADORES AUTOMÁTICOS Y PERSONA QUE DEJA EN ESPERA, YA ABURRE Y CANSA. VERGÜENZA DEBERIA DARLES, PERO SE PASAN EL PROBLEMA DE UNOS A OTROS.",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N57,2025-03-07 14:29:00+00:00,Tenia un seguro de moto con ellos y…,"Tenia un seguro de moto con ellos y ahora he cambiado la moto, me dieron un precio para la nueva una la tarde/noche y no pude hacerlo porque no tenia la matrícula, la mañana siguiente lo fui a contratar y me dieron un precio más caro, lo he hecho con otra campañia mucho más económico.",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N56,2025-02-27 16:20:33+00:00,La peor compañía de seguros,"La peor compañía de seguros. Toda muy bien hasta que no tienes un siniestro. Si por “desgracia” te dan por un golpe, se acabó la buena disposición. No contratéis nada con ellos. Son pésimos y como alguien ha dicho antes, unos sinverguenzas.",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N55,2025-02-27 13:30:10+00:00,"De lo Malo, Malo","Malo: El servicio automoción cuando hay que prestar servicio, la orientación hacia malos profesionales convenidos, la despreocupación de la compañía ante un error tras otro de un profesional convenido, la simulación de ofrecer atención personalizada por un consultor para un parte, el tiempo de espera para ser atendido, me dieron de alta una nueva póliza no solicitada, no hay red de oficinas, precio alcista, no respeto a la ética comercial ofreciendo más seguros sin cumplir primero con los buenos conductores, y 170 euros menos con más coberturas en otra aseguradora. Un seguro es útil para usarlo, no para tener precio bonito por si pasa algo, Tras 28 años al volante y camino de 20 en la compañía he tenido que negociar propuestas de renovación alcistas todos los años, desde el primero, para una vez que los necesitas en tu vida te arrepentirás tan pronto des un parte, sus talleres convenidos son una maquina pirata de hacer dinero rápido con solo chapa, pintura y 0 horas de testeado en mecánica a todos ellos les da igual tu vehículo por muy fácil que sea hacer el trabajo bien",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N54,2025-02-22 11:46:01+00:00,Estafadores y atencion pesima,"Estafadores y atencion pesima, al principio todo es bonito y te apoyan, pero luego pasan de ti. No contrateis ningun seguro, buscad otra compañia.",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N53,2025-02-12 17:37:46+00:00,Nada recomendable contratar con ellos,"Me han renovado la póliza de salud cuando yo pedí la cancelación. Cuando tienes un problema no dan la talla , he tenido varios problemas con un parte y la moto casi 1 mes en el taller por culpa del peritaje. Son unos sinverguenzas.",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N52,2025-02-12 03:04:30+00:00,Lamentable,"Lamentable, parte abierto el 7 de enero por daños por agua en el vecino de abajo, humedades dañinas para la salud, a 12 de febrero solo han mareado con diferentes empresas cero profesionales que mienten para no arreglarlo, incluso con peritación, reclamación por escrito y siguen sin arreglarlo. última mentira: están esperando presupuesto del carpintero para dar el ok y arreglarlo.",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N51,2025-02-10 13:37:14+00:00,Llevar un seguro que no lo es,Me dan un golpe y después de 4 meses sin coche por un paragolpes trasero un roce que me rompen un sensor y no me reparan lo que me han roto cuando el otro conductor ha firmado el parte amistoso confirmando los daños se lavan las manos viene el perito de segunda y en mi cara me dice que si lo tiene que reparar que el taller no les explico en la video peritación las cosas y de nuevo se han lavado las manos menudos impresentables,Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N50,2025-02-08 18:00:05+00:00,Servicio nefasto,"Servicio nefasto, llevo 2 semanas para que atiendan mi parte, siempre dando largas… es más fácil que digan que no cubren el parte que 2 semanas con humedades en el vecino o de abajo u sin poder ducharte con normalidad…",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N49,2025-01-17 21:48:35+00:00,Una auténtica estafa,"Una estafa, cuando hacen falta todo son contestadores, esperas, desidia , incompetencia… es mejor gastarse dinero en otra compañía y estar cubierto de verdad",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N48,2025-01-15 16:14:37+00:00,Esta empresa hace acepción de personas.,"Esta empresa hace acepción de personas. Vale dime tu DNI. Ah no te puedo dar precio. Además al insistir en saber cual era el motivo (que dicen que no saben ni pueden saber) me cuelga. Muy mala experiéncia. Si a todos sus clientes los tratan igual ben vamos. Lo más provable és que sea ilegal, lo consultaré con mi abogado.",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N47,2025-01-10 15:01:49+00:00,VERGONZOSO,"VERGONZOSO,LLAMO PARA DAR DE BAJA EL SEGURO DE UN COCHE QUE HE VENDIDO Y ME DICEN QUE LES MANDE UNA DOCUMENTACION QUE ME MANDAN ELLOS PARA CANCELA Y ME ABONARAN LA DIFERENCIA DEL SEGURO ( LO PAGO ANUAL ) MUY BIEN PUES A LA HORA DE RECLAMAR ESTE DINERO ME DICEN QUE HASTA QUE NO RENOVE LA POLIZA DEL SEGURO DE LA CASA QUE TENGO CON ELLOS NO ME LO ABONAN. SIN VERGUENZAS ( ESTAFADORES )",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N46,2025-01-04 11:20:55+00:00,Hola nos kede os tirados a 600…,Hola nos kede os tirados a 600 kilómetros con un remolque y nos dejaron el remolque y la carga tirada y encima en coche 15 días para devolvernos el coche una vergüenza línea directa no la recomiendo para nada la verdad,Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N45,2024-12-20 20:22:14+00:00,Unos auténticos estafadores,"A la hora de contratar todo perfecto A la hora de pagar todo sonrisas. A la hora de reparar en donde tienes la casa no hay reparadores ( fontanero, pintor ). A la hora de renovar la póliza no habrá ni tinta en el bolígrafo, ni dinero en el banco Me quedo con otros trileros de la calle, son más agradables",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N44,2024-12-15 01:08:39+00:00,Fatal y no dan solucion.,Fatal y no dan solucion.,Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N43,2024-12-05 14:49:17+00:00,Ni presupuesto me dan,"He llamado para pedir presupuesto de mi coche, un VW new Beetle. Me dicen que no existe presupuesto para mí vehículo. Le pregunto la razón y me dice que ella es solo una operadora y que el sistema no le deja darme ningún presupuesto, que no me lo tome como algo personal, que por algún motivo mi coche no lo pueden asegurar. Ahh, bonita explicación",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N42,2024-10-25 22:15:06+00:00,Engaño,"Hagamos un favor a los seguros, no contrates nunca linea directa, lo único que hacen bien es cobrarte y engañarte",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N41,2024-10-25 18:09:50+00:00,Trato vergonzoso,"Llevo años pagando el seguro de duplicado de llaves y ahora que lo necesito, me están mareando pidiéndome facturas con datos que ya les he mandado desde el principio, llevamos por lo menos 5mails cruzados y no me devuelven el importe. Claramente una técnica para cansarme y que desista.",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N40,2024-10-25 16:35:33+00:00,"PAGAR SIN ACCIDENTES, LEMA DE LINEA DIRECTA INSEGUROS","He sido clienta de línea directa muchos años, tanto de hogar como de coche. No he dado partes. Nunca me he retrasado con un pago. En junio tuve un accidente de tráfico, siendo la responsable del mismo. El coche quedó siniestro, y compré otro, le pregunté a atención al cliente si me subiría mucho el seguro, después del accidente y me dijo que no creía, porque este era mi primer accidente en más de 30 años, por lo que decidí asegurar el nuevo coche con ellos. Esto fue en julio Hoy 25 de octubre, recibo una carta en la que me comunican que no me renuevan el contrato, sin más explicación. Que me caduca el seguro el 15 de diciembre y que me busque otra compañía, es el único contenido de la carta. Llamo para informarme de la causa y no pueden dármela en atención al cliente, porque no hay datos al respecto y no pueden pasarme con alguien que me informe, porque no sabe quien puede hacerlo, ""pero que solo puede ser por siniestralidad dado mi historial de buena clienta. Añade que estas son decisiones que toma el departamento comercial"" Justo el departamento que te pone todo bonito para que piques y contrates con ellos, deciden rescindir el contrato, faltándole absolutamente el respeto al cliente, al que no le consideran más que para sacarle el dinero, porque para informar del motivo de la rescisión, se hace de forma unilateral no informada, eso sí, seguro que ese informe ya está en poder de todas las demás compañías de seguros. ¡¡Que decepción, vaya panda de sinvergüenzas!! Después de leer las demás opiniones quedó flipada porque he estado recomendando esta compañía durante 30 años. Verás ahora cuando les cuente la buena nueva, si son inteligentes, cambiarán de compañía, porque....ABSOLUTAMENTE MENTIRA TODO LO QUE PUBLICITAN PARA VENDERSE, SI PAGAS Y NO DAS PARTE, TODO VA BIEN PORQUE NO LOS NECESITAS, Y NO TE ENTERAS DE LO QUE SON REALMENTE, AHORA CUANDO DAS UN PARTE TE ECHAN, SIN CONSIDERACIÓN NI INFORMACIÓN ¡¡OJO!! Penélope Seguros es una filial de ellos, cuidado que no son de fiar. Si quieres ver con tus propios ojos lo que mienten, ve a las opiniones de su página y a las de cualquier otra página con reseñas de esta compañía de INseguros, verás que no se corresponden, y lo que más me ha alucinado, es ver la cantidad de gente que expresa sentirse defraudada, enfadada o estafada por ellos. DESPUÉS DE ESTO, AL FINAL ES LO MEJOR QUE ME PUEDE HABER PASADO, DE HABERLO SABIDO ME HABRÍA IDO YO, ESO SÍ, HUBIERA DADO MI RAZÓN, ES UNA CUESTIÓN DE ÉTICA Y PRINCIPIOS, Quien los tiene los tiene y quienes no los tiene, ya sabemos de que pie cojean",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N39,2024-09-25 10:35:43+00:00,Un desastre,Un desastre. Llevo 3 semanas con el coche en el taller y no se había pasado el perito para mirar el coche y eso que era tan solo un retrovisor roto. A ver cuánto me toca esperar. Huid de estos ladrones.,Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N38,2024-08-19 21:37:46+00:00,Un mes esperando y los últimos 8 días a oscuras,"El 10 de julio solicité a Línea directa un electricista para instalar unos focos empotrables en la vivienda, algo a lo que tengo derecho de forma gratuita según el contrato, una vez al año y con un máximo de tres horas. Hasta el día 9 de agosto no vino un electricista a la vivienda a poner esos focos, es decir, un mes de espera, con múltiples llamadas a Línea directa y a las tres empresas de electricidad que me fueron asignando. Con la 1ª empresa que me asignaron desde Línea directa, me dijo un teleoperador de la aseguradora días después que en realidad Línea directa no trabaja con ella. Y desde la 2ª empresa, LEON GEST, me llamó un electricista para fijar fecha y hora, y no solo no vino en todo el día, sino que ni siquiera me llamó para cancelar la cita. Muchas llamadas a Línea directa, sus electricistas no cogen el teléfono. Un mes esperando, y los últimos 8 días tuve que estar a oscuras. Muy mal servicio. Voy a darlo de baja.",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N37,2024-08-19 10:46:46+00:00,COMPAÑÍA NEFASTA,"Solicito un manitas para cambiar un grifo y tras enviar a un chapuzas sin herramientas, se las tuve que dejar yo, y tras estar tres horas viendo tutoriales de yootube para cambiar el grifo, me rompe un latiguilo y se le queda una pieza dentro, la cual no puede sacar por no tener herramientas para ello. Tras dejarme sin agua en toda la casa, dice que se va al Leroy a comprar la herramienta para arreglarlo y chapuzas a la fuga, no volvió a aparecer más, dejandome sin agua. Tuve que llamar a un fontanero de urgencias, que me lo solucionó en cinco minutos, porque si traía herramientas y me dijo que el chapuzas me había conectado el tuvo del agua fria con la calienta y al revés. Reclamo la factua al seguro y me dicen que no lo cubren porque según el chapuzas les dijo que la piezas estaba en mal estado Surrealista total, parece una pelicula de ficción.",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N36,2024-08-09 12:33:06+00:00,No contratéis este seguro,"No contratéis este seguro , no cumplen , si te vas te dan de baja aunque te queden días de contrato, llamas y no te solucionan nada , te dan larga , te cortan y te quedas como estabas",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N35,2024-08-08 12:14:25+00:00,Auténticos estafadores,"Auténticos estafadores. Tengo contratado seguro de hogar y hace tres meses y medio comuniqué un siniestro por filtración de agua. Tras enviarme a una pésima empresa dedicada a reparaciones llamada Escarpa Reparaciones, me agujerean la pared para hacer catas sin conseguir identificar el origen del problema, me rompen el sellado del inodoro y desparecen hasta hoy. Tras el destrozo, la respuesta que me da Linea Directa en este momento es que es que el siniestro no está cubierto por la póliza. Es una broma? Ante mi incredulidad, porque ellos mismos me enviaron a esta empresa, estoy a base de reclamaciones para que al menos todos los destrozos que me han ocasionado lo repongan. Les he puesto quejas a través de su canal de reclamaciones y a dia de hoy sigo sin resolver absolutamente nada. Me aseguran que han hablado con la empresa de reparaciones para que vuelvan a cerrar los agujeros abiertos en el tabique pero al hablar con la propia empresa me lo desmienten No he visto tomadura de pelo de mayor tamaño en mi vida. Por supuesto les plantearé batalla a través de Consumo y por la vía judicial si fuera necesario porque es un tema de dignidad y respeto. No entiendo cómo puede haber empresas que su única aspiración sea el lucro a costa del engaño y la desvergüenza. Si sirve de algo mi comentario, por favor, no contraten con esta compañía porque es un auténtico engaño",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N34,2024-08-06 18:04:49+00:00,No contrates ningún seguro de auto por…,"No contrates ningún seguro de auto por teléfono con LÍNEA DIRECTA , te engañan con los descuentos y luego cuando reclamas te dicen que se ha equivocado el locutor , aún cuando escuchan la locución y te dan la razón pero te dicen que te lo sienten que se han equivocado, vamos un morro que se lo pisan .",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N33,2024-08-04 22:54:54+00:00,No contraten esta aseguradora no se…,No contraten esta aseguradora no se hacen cargo de nada es como si no tuvieran seguro y el servicio de atención al cliente nefasto lo peor de lo peor la operadora te corta la llamada en plena conversación no he visto una cosa igual.tuve hoy una avería de agua y me he llevado todo el día esperando para que después vengan y no solucionen nada,Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N32,2024-07-27 14:52:39+00:00,Tras 20 minutos al teléfono pidiéndome…,"Tras 20 minutos al teléfono pidiéndome datos para un presupuesto de seguro de coche, me dicen que no me lo pueden hacer pero que no me pueden decir la razón (y llevo 5 años sin dar un parte). Impresentable.",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N31,2024-07-20 17:52:05+00:00,Linea directa la peor compañía,"La peor compañía de seguros que he contratado él primer año ya te intentan subir la póliza cincuenta y tantos euros, sólo he estado un año dado de alta en ella y no me han atendido ningún parte en el primero me dijeron que que los daños en la pared era por una obsolescencia de la pintura, y el perito si se molesto en ur a verlo tuve que hacer un video yandarselo por whatssap, en el segundo una avería de la caldera en un sábado tuve que llamar yo para que me dijeran quela averia de la caldera no la cubría después de toda la mañana llamando y que me colgaran las llamadas. Escribo una opinión por aquí porque en su página por supuesto todas las opiniones son buenísimas pero la experiencia no ha podido ser peor",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N30,2024-07-19 20:10:19+00:00,Cambios en póliza sin aviso,"Llamé para dar un parte relacionado con un atasco en el fregadero. Me dijeron que desde mayo 2023, la compañía ya no cubre este servicio... He enviado 3 reclamaciones para que me informen de cuándo me avisaron de ese cambio... Según me confirmaron por teléfono, efectivamente habían recibido mis reclamaciones y lo estaban evaluando. Han pasado ya más de 15 días, y nadie se ha puesto en contacto conmigo ni han contestado a mis e-mails. Muy decepcionada y me siento engañada por Línea Directa... no se puede fiar uno de la validez del contrato firmado que obra en nuestro poder si lo cambian y no informan de ello. Y ¡qué mínimo que exigir que me hubiesen dado una respuesta!",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N29,2024-07-17 11:42:03+00:00,PESIMA COMPAÑIA EN SERVICIOS DE SALUD,En el dia de hoy he solicitado la autorizacion de una colonoscopia y todo han sido problemas. requerimiento de prueba de heces antes (y que haya habido sangre). O informe del medico que lo solicita. Comento que es por antecedentes de padres fallecidos por cancer de colon y que tengo 54 años y me dicen que no es sufuciente. La prueba de las heces no determina si tienes polipos. Con otras compañias no ha habido ningun problema nunca. Tengo una poliza completa y ni eso vale. Es mas barato que otras compañias pero no prestan servicios cuando se pasa de una simple gripe a hospìtalizacion. No os dejeis engañar por las ofertas.,Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N28,2024-07-12 10:13:25+00:00,No contratéis JAMÁS ningún seguro con…,"No contratéis JAMÁS ningún seguro con esta pésima compañía, ni con Seguros Penélope! No se hacen cargo de nada, no son capaces de resolver ningún tipo de parte, peritan lo que les dá la gana y nada te entra ni en la póliza contratada, ni en la franquicia ni nada, son expertos en lavarse las manos y escurrir el bulto, por no hablar de su pésima gestión en la atención al cliente.",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N27,2024-07-11 13:04:33+00:00,tengo un parte abierto por rotura de…,"tengo un parte abierto por rotura de suministro de agua, vinieron a verlo y cuando vieron que estaba oculta la rotura dicen que no lo cubre. No hay manera de hablar con un gestor, solo te atienden por IA tan de moda y al momento se corta. Son muy buenos cobrando la póliza, pero luego. . .ahí te pudras. Nada recomendable",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N26,2024-07-11 10:26:59+00:00,Cancelé antes de pagar,"Mirando en un comparador de seguros me llamaron nada más meter los datos. Me dieron un muy buen precio, pero que las condiciones no me las envían si no contrato antes (literal) y les dije que me llamasen en un par de días. Entonces la comercial me ofrece 30€ de descuento si contrato en el momento (tras consultar con su jefa, buena técnica). Se queda el descuento en 25€. Después consulto aquí las opiniones, y decido cancelar. 2ª sorpresa: no hay email ni whatsapp para contactar y que quede registro. Tras unas cuantas llamadas consigo que me manden un email con un enlace para cancelar la contratación y me lo tramitan bastante rápido. Logicamente la operadora me insistió en quedarme. Pros: alta rápida, y cancelación en mi caso no muy complicada, por eso las 3 estrellas. Contra: el precio final es más alto que el que te da el comparador (como en casi todas). Las demás opiniones.",Lineadirecta,3.0
Seguros de viaje,Lineadirecta_N25,2024-07-07 23:41:34+00:00,Son la peor con diferencia,Son de lo peor.. llamas para informarte y la operadora que me atendió a mí colgó la llamada.. Imagínate si tratan así a un cliente potencial.. lo que tiene que ser estar en manos de estos impresentables.. ni muerta,Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N24,2024-07-04 19:46:28+00:00,Muy mala compañía no cumple con lo que…,Muy mala compañía no cumple con lo que te venden no volveré a renovar mis pólizas.y por supuesto no la recomendaré a nadie.,Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N23,2024-07-04 15:13:15+00:00,Unos ladrones. LA PEOR COMPAÑIA DE ESPAÑA.,"Unos ladrones. he tenido un robo en mi casa y me dicen que no me cubren lo robado porque la casa no tiene doble cerrojo (el perito hizo fotos y si que lo tiene) y no tiene contraventana. (lógico, se estaba reparando cuando vino el perito), el resto de las ventanas de la casa tienen, pero está no porque es por ahí por donde entraron. Pues bien, me llaman y me dicen que no me cubren. Es de locos.",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N22,2024-06-17 17:57:16+00:00,No contraten ningún seguro…,"No contraten ningún seguro con esta empresa o sus filiales, son unos ladrones y sin vergüenza y mucho menos se les ocurra darle los datos de su tarjeta, la utilizarán como carteristas para robarle",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N21,2024-06-13 21:25:37+00:00,"Servicio nefasto, un seguro que no sirve para nada","Servicio nefasto. Seguro del hogar. Parte 14158333. La primera vez q lo utilizo. Una fuga interna de agua. Viene a inspeccionar un primer técnico diciendo q lo cubre la póliza y que en breve viene un compañero suyo con las herramientas a repararlo. Al día siguiente parte cerrado y que no procede. Me remiten al servicio de quejas y es un chat que en bucle repite que es un rehuso. Ya no me deja remitir ningún parte más por daños de agua, me pasa a un teléfono donde una expresa externa me indica lo mismo que el chat, no escuchan, solo repiten el bucle. Pondré queja delante la OCU, cuando quede poco cancelaré todos los seguros de esta compañía y aconsejaré a mis conocidos que esta compañía de seguros no cumple con las coberturas indicadas en la póliza.",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N20,2024-06-11 14:09:42+00:00,Servicio nulo,"Servicio nulo Número de expediente: 13736285 Llevo desde el año pasado y no con capaces de arregla un simple fuga de agua. Llegan, hacen agujero en la pared, me deja el cuarto de baño con los muebles desmontado y luego nada. Llevo 6 meses intentando a que vengan a tapar el agujero y arreglan los daños. Llamas a línea directa y “pasan nota a sus compañeros” quien nunca llaman. No se si es que los albañiles suyos tienen mucho trabajo pero el tiempo es absurdo deja un cliente sin baño más de 6 meses. Espero respuesta de parte de línea directa",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N19,2024-06-08 11:13:21+00:00,Desastre Total Seguro Auto:,"Desastre Total Seguro Auto: En dos años Asegurada di un parte con culpa para una reparación mínima, retrocediendo para salir del callejón de mi casa, rocé el lateral delantero del parachoques (solo fue un rayón) a raíz de eso me cancelaron el Seguro y estoy teniendo problemas para encontrar otro porque resulta que este no arrastra bonificación.",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N18,2024-06-02 23:30:53+00:00,Nos han dejado desamparados frente a un…,"Nos han dejado desamparados frente a un accidente atmosférico sin tener en cuenta las condiciones particulares de lo ocurrido, el parte lo cierra la app automáticamente y si reclamas se lo pasan a la subcontrata que tienen para estas gestiones. Fijaros en la nota media que tiene frente a otras aseguradoras por ejemplo en rastreador...no se equivocan cuando apenas pasan el 6 (imagino que no pueden suspenderles aunque lo merecen) frente al resto por encima del 8. Van a precio y luego se lavan las manos. Es la segunda vez que nos pasa y lo compensan bajando la cuota pero no te aceptan ningún parte...yo les dejo.",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N17,2024-05-21 09:50:47+00:00,DESASTRE,"DESASTRE, desde el 4 de enero que tuve un siniestro de hogar estoy a la espera de la reparación de carpintería, primero tenía que esperar a tener el materia, luego el perito…..y ahora son incapaces de decirme la fecha de reparación después de 6 MESES, pero lo peor es que ni por parte del seguro ni de la empresa reparadora realizan un seguimiento del siniestro",Lineadirecta,1.0
Seguros de viaje,Lineadirecta_N16,2024-05-17 14:52:44+00:00,TENGO UNA AVERIA EN EL COCHE,"TENGO UNA AVERIA EN EL COCHE, EN MI POLIZA ESPECIFICA QUE NOS CUBRE COCHE DE SUSTICION, Y SE SACAN DE LA MANGA QUE NO LO TENGO CONTRATADO. QUE SI QUIERO COCHE DE SUSTICION TENGO QUE PAGAR UN SUPLEMENTO.....DE LOCOS. NO VLVERE A CONTRATAR NADA CON LINEA DIRECTA",Lineadirecta,1.0
